Name,Gender,Birth Year,Nationality,Mission Count,Mission Role,Mission Year,Mission Name,Mission Duration
"Gagarin, Yuri",male,1934,U.S.S.R/Russia,1,pilot,1961,Vostok 1,1.77
"Titov, Gherman",male,1935,U.S.S.R/Russia,1,pilot,1961,Vostok 2,25.0
"Glenn, John H., Jr.",male,1921,U.S.,2,pilot,1962,MA-6,5.0
"Glenn, John H., Jr.",male,1921,U.S.,2,PSP,1998,STS-95,213.0
"Carpenter, M. Scott",male,1925,U.S.,1,Pilot,1962,Mercury-Atlas 7,5.0
"Nikolayev, Andriyan",male,1929,U.S.S.R/Russia,2,pilot,1962,Vostok 3,94.0
"Nikolayev, Andriyan",male,1929,U.S.S.R/Russia,2,pilot,1970,Soyuz 9,424.0
"Popovich, Pavel",male,1930,U.S.S.R/Russia,2,pilot,1962,Vostok 4,70.93
"Popovich, Pavel",male,1930,U.S.S.R/Russia,2,commander,1974,Soyuz 14,377.0
"Schirra, Walter M., Jr.",male,1923,U.S.,3,pilot,1962,Mercury-Atlas 8,9.22
"Schirra, Walter M., Jr.",male,1923,U.S.,3,commander,1965,Gemini 6A,25.87
"Schirra, Walter M., Jr.",male,1923,U.S.,3,commander,1968,Apollo 7,260.13
"Cooper, L. Gordon, Jr.",male,1927,U.S.,2,pilot,1963,Mercury-Atlas 9,34.32
"Cooper, L. Gordon, Jr.",male,1927,U.S.,2,commander,1965,Gemini 5,191.92
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,3,pilot,1963,Vostok 5,119.13
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,3,commander,1976,Soyuz 22,189.0
"Bykovsky, Valery",male,1934,U.S.S.R/Russia,3,commander,1978,Soyuz 31/29,188.0
"Tereshkova, Valentina",female,1937,U.S.S.R/Russia,1,pilot,1963,Vostok 6,70.83
"Komarov, Vladimir",male,1927,U.S.S.R/Russia,2,commander,1964,Voskhod 1,24.28
"Komarov, Vladimir",male,1927,U.S.S.R/Russia,2,commander,1967,Soyuz 1,26.78
"Feoktistov, Konstantin",male,1926,U.S.S.R/Russia,1,MSP,1964,Voskhod 1,24.28
"Yegorov, Boris",male,1937,U.S.S.R/Russia,1,MSP,1964,Voskhod 1,24.28
"Belyayev, Pavel",male,1925,U.S.S.R/Russia,1,commander,1965,Voskhod 2,26.03
"Leonov, Aleksei",male,1934,U.S.S.R/Russia,2,pilot,1965,Voskhod 2,26.03
"Leonov, Aleksei",male,1934,U.S.S.R/Russia,2,commander,1975,Soyuz 19,142.0
"Grissom, Virgil I.",male,1926,U.S.,1,commander,1965,Gemini 3,4.86
"Young, John W.",male,1930,U.S.,6,pilot,1965,Gemini 3,4.86
"Young, John W.",male,1930,U.S.,6,pilot,1966,Gemini 10,70.77
"Young, John W.",male,1930,U.S.,6,pilot,1969,Apollo 10,192.05
"Young, John W.",male,1930,U.S.,6,commander,1972,Apollo 16,265.85
"Young, John W.",male,1930,U.S.,6,commander,1981,STS-1,54.5
"Young, John W.",male,1930,U.S.,6,commander,1983,STS-9,240.0
"McDivitt, James A.",male,1929,U.S.,2,commander,1965,Gemini 4,97.0
"McDivitt, James A.",male,1929,U.S.,2,commander,1969,Apollo 9,241.0
"White, Edward H., II",male,1930,U.S.,1,pilot,1965,Gemini 4,97.93
"Conrad, Charles, Jr.",male,1930,U.S.,4,pilot,1965,Gemini 5,191.0
"Conrad, Charles, Jr.",male,1930,U.S.,4,commander,1966,Gemini 11,71.0
"Conrad, Charles, Jr.",male,1930,U.S.,4,commander,1969,Apollo 12,244.0
"Conrad, Charles, Jr.",male,1930,U.S.,4,commander,1973,Skylab 2,673.0
"Borman, Frank",male,1928,U.S.,2,commander,1965,Gemini 7,330.58
"Borman, Frank",male,1928,U.S.,2,commander,1968,Apollo 8,147.0
"Lovell, James A., Jr.",male,1928,U.S.,4,pilot,1965,Gemini 7,330.58
"Lovell, James A., Jr.",male,1928,U.S.,4,commander,1966,Gemini 12,94.0
"Lovell, James A., Jr.",male,1928,U.S.,4,pilot,1968,Apollo 8,147.0
"Lovell, James A., Jr.",male,1928,U.S.,4,commander,1970,Apollo 13,142.0
"Stafford, Thomas P.",male,1930,U.S.,4,pilot,1965,gemini 6A,25.86
"Stafford, Thomas P.",male,1930,U.S.,4,commander,1966,Gemini 9A,72.0
"Stafford, Thomas P.",male,1930,U.S.,4,commander,1969,Apollo 10,192.0
"Stafford, Thomas P.",male,1930,U.S.,4,commander,1975,ASTP,217.0
"Armstrong, Neil A.",male,1930,U.S.,2,commander,1966,Gemini 8,11.0
"Armstrong, Neil A.",male,1930,U.S.,2,commander,1969,Apollo 11,195.0
"Scott, David R.",male,1932,U.S.,3,pilot,1966,Gemini 8,240.68
"Scott, David R.",male,1932,U.S.,3,pilot,1969,Apollo 9,241.0
"Scott, David R.",male,1932,U.S.,3,commander,1971,Apollo 15,312.0
"Cernan, Eugene A.",male,1934,U.S.,3,pilot,1966,Gemini 9A,72.0
"Cernan, Eugene A.",male,1934,U.S.,3,pilot,1969,Apollo 10,192.05
"Cernan, Eugene A.",male,1934,U.S.,3,commander,1972,Apollo 17,302.0
"Collins, Michael",male,1930,U.S.,2,pilot,1966,Gemini 10,71.0
"Collins, Michael",male,1930,U.S.,2,pilot,1969,Apollo 11,195.0
"Gordon, Richard F., Jr.",male,1929,U.S.,2,pilot,1966,Gemini 11,71.28
"Gordon, Richard F., Jr.",male,1929,U.S.,2,pilot,1969,Apollo 12,244.6
"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,2,pilot,1966,Gemini 12,94.58
"Aldrin, Edwin Eugene, Jr.",male,1930,U.S.,2,pilot,1969,Apollo 11,195.0
"Eisele, Donn F.",male,1930,U.S.,1,pilot,1968,Apollo 7,260.13
"Cunningham, Ronnie Walter",male,1932,U.S.,1,pilot,1968,Apollo 7,260.13
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,3,flight engineer,1985,Salyut 7,4035.0
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,3,flight engineer,1988,2,236.0
Jugderdemidiin Gurragchaa,male,1947,Mongolia,1,flight engineer,1981,Soyuz 39,188.7
"Crippen, Robert L.",male,1937,U.S.,4,pilot,1981,STS-1,54.0
"Crippen, Robert L.",male,1937,U.S.,4,commander,1983,STS-7,146.0
"Crippen, Robert L.",male,1937,U.S.,4,commander,1984,STS-41-C,168.0
"Crippen, Robert L.",male,1937,U.S.,4,commander,1984,STS-41-G,197.0
Dumitru Prunariu,male,1952,Romania,1,MSP,1981,Soyuz 40,188.7
"Engle, Joe H.",male,1932,U.S.,2,commander,1981,STS-2,30.0
"Engle, Joe H.",male,1932,U.S.,2,commander,1985,STS-51-I,170.0
"Truly, Richard H.",male,1937,U.S.,2,pilot,1981,STS-2,54.21
"Truly, Richard H.",male,1937,U.S.,2,commander,1983,STS-8,145.13
"Fullerton, Charles G.",male,1936,U.S.,2,pilot,1982,STS-3,192.0
"Fullerton, Charles G.",male,1936,U.S.,2,commander,1985,STS-51-F,190.0
"Berezovoy, Anatoly",male,1942,U.S.S.R/Russia,1,commander,1982,Salyut 7,5073.0
"Chrtien, Jean-Loup",male,1938,France,3,MSP,1982,Salyut 7,190.0
"Chrtien, Jean-Loup",male,1938,France,3,MSP,1988,Mir Aragatz,594.0
"Chrtien, Jean-Loup",male,1938,France,3,MSP,1997,STS-86,259.3
"Hartsfield, Henry W., Jr.",male,1933,U.S.,3,pilot,1982,STS-4,169.0
"Hartsfield, Henry W., Jr.",male,1933,U.S.,3,commander,1984,STS-41-D,144.0
"Hartsfield, Henry W., Jr.",male,1933,U.S.,3,commander,1985,STS-61-A,168.0
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,4,flight engineer,1982,Salyut 7,189.0
"Beregovoi, Georgi",male,1921,U.S.S.R/Russia,1,commander,1968,Soyuz 3,94.83
"Anders, William Alison",male,1933,U.S.,1,pilot,1968,Apollo 8,147.0
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,3,commander,1969,Soyuz 4,71.33
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,3,commander,1969,Soyuz 8,118.0
"Shatalov, Vladimir",male,1927,U.S.S.R/Russia,3,commander,1971,Soyuz 10,47.0
"Volynov, Boris",male,1934,U.S.S.R/Russia,2,commander,1969,Soyuz 5,72.0
"Volynov, Boris",male,1934,U.S.S.R/Russia,2,commander,1976,Soyuz 21,1182.0
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,3,flight engineer,1969,Soyuz 5/4,47.0
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,3,flight engineer,1969,Soyuz 8,118.0
"Yeliseyev, Aleksei",male,1934,U.S.S.R/Russia,3,flight engineer,1971,Soyuz 10,47.0
"Khrunov, Yevgeny",male,1933,U.S.S.R/Russia,1,MSP,1969,Soyuz 5/4,48.17
"Schweickart, Russell L.",male,1935,U.S.,1,pilot,1969,apollo 9,241.0
"Shonin, Georgi",male,1935,U.S.S.R/Russia,1,commander,1969,Soyuz 6,118.0
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,3,flight engineer,1969,Soyuz 6,118.0
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,3,flight engineer,1975,Soyuz 19,142.0
"Kubasov, Valeri",male,1935,U.S.S.R/Russia,3,commander,1980,Soyuz 36/35,188.0
"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,2,commander,1969,Soyuz 7,118.0
"Filipchenko, Anatoly",male,1928,U.S.S.R/Russia,2,commander,1974,Soyuz 16,142.0
"Volkov, Vladislav",male,1935,U.S.S.R/Russia,2,flight engineer,1969,Soyuz 7,118.0
"Volkov, Vladislav",male,1935,U.S.S.R/Russia,2,flight engineer,1971,Soyuz 11,570.0
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,3,MSP,1969,Soyuz 7,118.0
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,3,commander,1977,Soyuz 24,425.0
"Gorbatko, Viktor",male,1934,U.S.S.R/Russia,3,commander,1980,Soyuz 37/36,188.0
"Bean, Alan Lavern",male,1932,U.S.,2,pilot,1969,Apollo 12,244.81
"Bean, Alan Lavern",male,1932,U.S.,2,commander,1973,Skylab 3,1427.23
"Swigert, John L., Jr.",male,1931,U.S.,1,pilot,1970,Apollo 13,142.0
"Haise, Fred W., Jr.",male,1933,U.S.,1,pilot,1970,Apollo 13,142.0
"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,2,flight engineer,1970,Soyuz 9,424.0
"Sevastyanov, Vitali",male,1935,U.S.S.R/Russia,2,flight engineer,1975,Soyuz 18,1511.0
"Shepard, Alan B., Jr.",male,1923,U.S.,2,commander,1971,Apollo 14,216.0
"Roosa, Stuart A.",male,1933,U.S.,1,pilot,1971,Apollo 14,216.0
"Mitchell, Edgar D.",male,1930,U.S.,1,pilot,1971,Apollo 14,216.0
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,3,flight engineer,1971,Soyuz 10,47.0
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,3,flight engineer,1974,Soyuz 16,142.0
"Rukavishnikov, Nikolai",male,1932,U.S.S.R/Russia,3,commander,1979,Soyuz 33,47.0
"Dobrovolski, Georgi",male,1928,U.S.S.R/Russia,1,commander,1971,Soyuz 11,570.0
"Patsayev, Viktor",male,1933,U.S.S.R/Russia,1,flight engineer,1971,Soyuz 11,570.0
"Worden, Alfred M.",male,1932,U.S.,1,pilot,1971,Apollo 15,295.2
"Irwin, James B.",male,1930,U.S.,1,pilot,1971,Apollo 15,295.0
"Mattingly, Thomas K., II",male,1936,U.S.,3,pilot,1972,Apollo 16,266.0
"Mattingly, Thomas K., II",male,1936,U.S.,3,commander,1982,STS-4,169.0
"Mattingly, Thomas K., II",male,1936,U.S.,3,commander,1985,STS-151-C,73.0
"Duke, Jr. Charles Moss",male,1935,U.S.,1,pilot,1972,Apollo 16,265.0
"Evans, Ronald E.",male,1933,U.S.,1,pilot,1972,Apollo 17,301.0
"Schmitt, Harrison H.",male,1935,U.S.,1,pilot,1972,Apollo 17,301.0
"Weitz, Paul J.",male,1932,U.S.,2,pilot,1973,Skylab-2,267.0
"Weitz, Paul J.",male,1932,U.S.,2,commander,1983,STS-6,120.0
"Kerwin, Joseph P.",male,1932,U.S.,1,MSP,1973,Skylab 2,672.0
"Lousma, Jack R.",male,1936,U.S.,2,pilot,1973,Skylab 3,1427.0
"Lousma, Jack R.",male,1936,U.S.,2,commander,1982,STS-3,192.0
"Garriott, Owen K.",male,1930,U.S.,2,MSP,1973,Skylab 3,1427.0
"Garriott, Owen K.",male,1930,U.S.,2,MSP,1983,STS-9,247.0
"Lazarev, Vasili",male,1928,U.S.S.R/Russia,1,commander,1973,Soyuz 12,47.0
"Makarov, Oleg",male,1933,U.S.S.R/Russia,3,flight engineer,1973,Soyuz 12,47.0
"Makarov, Oleg",male,1933,U.S.S.R/Russia,3,flight engineer,1978,Soyuz 27/26,142.0
"Makarov, Oleg",male,1933,U.S.S.R/Russia,3,flight engineer,1980,Soyuz T3,307.0
"Carr, Gerald P.",male,1932,U.S.,1,commander,1974,Skylab 4,2017.0
"Pogue, William R.",male,1930,U.S.,1,pilot,1973,Skylab 4,2017.0
"Gibson, Edward G.",male,1936,U.S.,1,MSP,1973,Skylab 4,2017.0
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,3,commander,1973,Soyuz 13,188.0
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,3,commander,1975,Saluyt 4,1511.0
"Klimuk, Pyotr",male,1942,U.S.S.R/Russia,3,commander,1978,Saluyt 6,190.0
"Lebedev, Valentin",male,1942,U.S.S.R/Russia,2,flight engineer,1973,Soyuz 13,188.0
"Lebedev, Valentin",male,1942,U.S.S.R/Russia,2,flight engineer,1982,Salyut 7,5313.0
"Artyukhin, Yuri",male,1930,U.S.S.R/Russia,1,flight engineer,1974,Soyuz 14,377.0
"Sarafanov, Gennadi",male,1942,U.S.S.R/Russia,1,commander,1974,Soyuz 15,48.0
"Dyomin, Lev",male,1926,U.S.S.R/Russia,1,flight engineer,1974,Soyuz 15,48.0
"Gubarev, Aleksei",male,1931,U.S.S.R/Russia,2,commander,1975,Salyut 4,709.0
"Gubarev, Aleksei",male,1931,U.S.S.R/Russia,2,commander,1978,Salyut 6,190.0
"Grechko, Georgi",male,1931,U.S.S.R/Russia,3,flight engineer,1975,Salyut 4,709.0
"Grechko, Georgi",male,1931,U.S.S.R/Russia,3,flight engineer,1977,Salyut 6,2314.0
"Grechko, Georgi",male,1931,U.S.S.R/Russia,3,flight engineer,1985,Soyuz 7,213.0
"Brand, Vance D.",male,1931,U.S.,4,pilot,1975,ASTP,217.5
"Brand, Vance D.",male,1931,U.S.,4,commander,1982,STS-5,122.25
"Brand, Vance D.",male,1931,U.S.,4,commander,1984,STS-41-B,191.25
"Brand, Vance D.",male,1931,U.S.,4,commander,1990,STS-35,215.0
"Slayton, Donald K.",male,1924,U.S.,1,pilot,1975,ASTP,217.47
"Zholobov, Vitali",male,1937,U.S.S.R/Russia,1,flight engineer,1976,Soyuz 21,1182.0
"Aksyonov, Vladimir",male,1935,U.S.S.R/Russia,2,flight engineer,1976,Soyuz 22,189.0
"Aksyonov, Vladimir",male,1935,U.S.S.R/Russia,2,flight engineer,1980,Soyuz T2,94.0
"Zudov, Vyacheslav",male,1942,U.S.S.R/Russia,1,commander,1976,Soyuz 23,48.0
"Rozhdestvensky, Valery",male,1939,U.S.S.R/Russia,1,flight engineer,1976,Soyuz 23,48.0
"Glazkov, Yuri",male,1939,U.S.S.R/Russia,1,flight engineer,1977,Soyuz 24,425.0
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,3,commander,1977,Soyuz 25,48.0
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,3,commander,1978,Salyut 6,3350.0
"Kovalyonok, Vladimir",male,1942,U.S.S.R/Russia,3,commander,1981,Salyut 6,1793.0
"Ryumin, Valery",male,1939,U.S.S.R/Russia,4,flight engineer,1977,Soyuz 25,48.0
"Ryumin, Valery",male,1939,U.S.S.R/Russia,4,flight engineer,1979,Salyut 6,4200.0
"Ryumin, Valery",male,1939,U.S.S.R/Russia,4,flight engineer,1980,Salyut 6,4436.0
"Ryumin, Valery",male,1939,U.S.S.R/Russia,4,MSP,1998,STS 91,235.0
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,3,commander,1977,Soyuz 26/27,2314.0
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,3,commander,1980,Soyuz 38,188.0
"Romanenko, Yuri",male,1944,U.S.S.R/Russia,3,commander,1987,2,7835.0
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,5,commander,1978,Soyuz 27/26,142.0
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,5,commander,1981,Soyuz 39,188.0
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,5,commander,1982,Salyut 7,189.0
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,5,commander,1984,Salyut 7,283.0
"Dzhanibekov, Vladimir",male,1942,U.S.S.R/Russia,5,commander,1985,Salyut 7,2691.0
Vladimir Remek,male,1948,Czechoslovakia,1,pilot,1978,Soyuz 28,190.28
"Ivanchenkov, Aleksandr",male,1940,U.S.S.R/Russia,2,flight engineer,1978,Salyut 6,3350.0
"Ivanchenkov, Aleksandr",male,1940,U.S.S.R/Russia,2,flight engineer,1982,Salyut 7,189.0
Miroslaw Hermaszewske,male,1941,Poland,1,pilot,1978,Soyuz 30,190.03
"Jahn, Sigmund",male,1937,Germany,1,MSP,1978,Soyuz 31,188.82
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,3,commander,1979,Salyut 6,4200.0
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,3,commander,1983,Salyut 7,3586.0
"Lyakhov, Vladimir",male,1941,U.S.S.R/Russia,3,commander,1988,3,212.0
Georgi Ivanov,male,1940,Bulgaria,1,pilot,1979,Soyuz 33,47.0
"Popov, Leonid",male,1945,U.S.S.R/Russia,3,commander,1980,Salyut 6,4436.0
"Popov, Leonid",male,1945,U.S.S.R/Russia,3,commander,1981,Salyut 6,188.0
"Popov, Leonid",male,1945,U.S.S.R/Russia,3,commander,1982,Salyut 7,189.0
"Malyshev, Yuri",male,1941,U.S.S.R/Russia,2,commander,1980,Salyut 7,94.0
"Malyshev, Yuri",male,1941,U.S.S.R/Russia,2,commander,1984,Salyut 7,189.0
Pham Tuan,male,1947,Vietnam,1,MSP,1980,Salyut 6,188.7
Arnaldo Tamayo Mendez,male,1942,Cuba,1,pilot,1980,Soyuz 38,1887.71
"Kizim, Leonid",male,1941,U.S.S.R/Russia,3,commander,1980,Salyut 6,307.0
"Kizim, Leonid",male,1941,U.S.S.R/Russia,3,commander,1984,Salyut 7,5686.0
"Kizim, Leonid",male,1941,U.S.S.R/Russia,3,commander,1986,1,3000.0
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,5,MSP,1980,Salyut 6,307.0
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,5,flight engineer,1983,Soyuz T8,48.0
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,5,flight engineer,1984,Salyut 7,189.0
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,5,flight engineer,1990,7,3140.0
"Strekalov, Gennadi",male,1940,U.S.S.R/Russia,5,flight engineer,1995,18,2768.0
"Savinykh, Viktor",male,1940,U.S.S.R/Russia,3,flight engineer,1981,Salyut 6,1793.0
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,4,MSP,1983,Soyuz T8,48.0
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,4,flight engineer,1990,5,3990.0
"Serebrov, Aleksandr",male,1944,U.S.S.R/Russia,4,flight engineer,1993,14,4721.0
"Savitskaya, Svetlana",female,1948,U.S.S.R/Russia,2,MSP,1982,Salyut 7,189.0
"Savitskaya, Svetlana",female,1948,U.S.S.R/Russia,2,flight engineer,1984,Salyut 7,283.0
"Overmyer, Robert F.",male,1936,U.S.,2,pilot,1982,STS-5,122.0
"Overmyer, Robert F.",male,1936,U.S.,2,commander,1985,STS-51-B,168.0
"Allen, Joseph P.",male,1937,U.S.,2,MSP,1982,STS-5,122.0
"Allen, Joseph P.",male,1937,U.S.,2,MSP,1984,STS-51-A,191.0
"Lenoir, William B.",male,1939,U.S.,1,MSP,1982,STS-5,122.0
"Bobko, Karol J.",male,1937,U.S.,3,pilot,1983,STS-6,122.0
"Bobko, Karol J.",male,1937,U.S.,3,commander,1985,STS-51-D,236.0
"Bobko, Karol J.",male,1937,U.S.,3,commander,1985,STS-51-J,98.0
"Peterson, Donald H.",male,1933,U.S.,1,MSP,1983,STS-6,120.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1983,STS-6,120.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1985,STS-51F,191.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1989,STS-33,168.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1991,STS-44,167.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1993,STS-61,260.0
"Musgrave, Franklin Story",male,1935,U.S.,6,MSP,1996,STS-80,424.0
"Titov, Vladimir",male,1947,U.S.S.R/Russia,4,commander,1983,Soyuz T8,48.0
"Titov, Vladimir",male,1947,U.S.S.R/Russia,4,commander,1988,3,8782.0
"Titov, Vladimir",male,1947,U.S.S.R/Russia,4,MSP,1995,STS63,198.0
"Titov, Vladimir",male,1947,U.S.S.R/Russia,4,commander,1997,24,259.0
